element,r_core,r_boundary,dominant_regime,frac_damage_before_nonreturn,frac_damage_only,frac_nonreturn_before_damage,frac_coupled,frac_no_transition,mean_first_damage,mean_first_nonreturn,mean_final_damage,mean_max_r,erc_rank
Os,0.6395671053477963,1.2362360946872786,damage-before-nonreturn,0.40444444444444444,0.08444444444444445,0.2311111111111111,0.03111111111111111,0.24888888888888888,2.4572189349112423,2.377066666666667,10.990762953506168,3.2097298287108718,28
In,0.7589805402592501,1.379724681163884,damage-before-nonreturn,0.40444444444444444,0.08444444444444445,0.21333333333333335,0.022222222222222223,0.27555555555555555,2.5197546012269942,2.436527777777778,9.434252503158648,3.0847520171980007,29
B,1.1633277891207596,1.873688731150417,damage-before-nonreturn,0.40444444444444444,0.09333333333333334,0.10666666666666667,0.03111111111111111,0.36444444444444446,2.6703496503496504,2.595081967213115,5.9870460837612045,2.795932661423781,30
As,0.8898437090050255,1.5410681174681538,damage-before-nonreturn,0.39111111111111113,0.09333333333333334,0.19111111111111112,0.017777777777777778,0.30666666666666664,2.570705128205128,2.4824444444444445,8.06835826076328,2.972803025938672,31
Br,1.626778355869405,2.7859233903269778,no-transition,0.39111111111111113,0.14666666666666667,0.0,0.0,0.4622222222222222,2.810578512396694,2.8182954545454546,3.8157720356495646,2.5997208605863076,32
Hg,0.7969019406817291,1.4179403494922207,damage-before-nonreturn,0.39111111111111113,0.08,0.21777777777777776,0.02666666666666667,0.28444444444444444,2.536583850931677,2.4597202797202797,9.006471040401653,3.0499617571819,33
Bh,0.8006941184832189,1.4169331445271949,damage-before-nonreturn,0.38666666666666666,0.08,0.2222222222222222,0.02666666666666667,0.28444444444444444,2.5400621118012423,2.45951048951049,8.96522542309339,3.046595439304136,34
Be,1.5372421390240394,2.326924903345688,no-transition,0.38222222222222224,0.09777777777777778,0.03111111111111111,0.04,0.4488888888888889,2.7742741935483872,2.699705882352941,4.148445178577933,2.630726768135536,35
Ga,0.8705153862284883,1.4974186333120336,damage-before-nonreturn,0.38222222222222224,0.08444444444444445,0.20444444444444446,0.02666666666666667,0.3022222222222222,2.565605095541401,2.4765217391304346,8.251603850948937,2.987978373300563,36
Sg,0.8157795007074158,1.4239547288137826,damage-before-nonreturn,0.37333333333333335,0.08,0.22666666666666666,0.035555555555555556,0.28444444444444444,2.5562732919254656,2.466643356643357,8.803801801891623,3.0334000958643244,37
Lv,1.0125096922279233,1.6634475778662172,damage-before-nonreturn,0.3688888888888889,0.08,0.17333333333333334,0.035555555555555556,0.3422222222222222,2.594932432432433,2.524,7.02887087876421,2.8855570144967664,38
Kr,1.9023321360923544,2.8824376902862685,no-transition,0.36,0.12,0.0,0.0,0.52,2.866759259259259,2.825555555555556,2.9650149649112345,2.518655380558915,39
Zn,0.8366772030568937,1.4433714334617005,damage-before-nonreturn,0.36,0.07555555555555556,0.24,0.03111111111111111,0.29333333333333333,2.5532075471698117,2.4711971830985915,8.586948462161242,3.0156160490655846,40
Cs,0.8213938923894583,1.4212053046255104,damage-before-nonreturn,0.36,0.07555555555555556,0.25333333333333335,0.022222222222222223,0.28888888888888886,2.547875,2.465244755244755,8.744781831163202,3.0285660592760317,41
Sb,0.8226261126167784,1.4179403494922207,damage-before-nonreturn,0.3511111111111111,0.07555555555555556,0.2577777777777778,0.02666666666666667,0.28888888888888886,2.5491875,2.4632167832167835,8.731903733486568,3.027510674641158,42
H,1.9856119055969264,2.8625672186690125,no-transition,0.3511111111111111,0.10222222222222223,0.0,0.008888888888888889,0.5377777777777778,2.8858653846153848,2.8225925925925925,2.7494950598039156,2.4976496069309095,43
At,1.103541639438116,1.7581042664146491,no-transition,0.3377777777777778,0.09333333333333334,0.17777777777777778,0.035555555555555556,0.35555555555555557,2.6439310344827587,2.5400000000000005,6.373417148151333,2.829448347318747,44
Mg,1.1069843541526867,1.755793966052383,no-transition,0.3377777777777778,0.09333333333333334,0.18222222222222223,0.03111111111111111,0.35555555555555557,2.6464827586206896,2.5390322580645166,6.350272317072201,2.8274507224060765,45
Pt,0.8146550930868293,1.40903538476164,damage-before-nonreturn,0.3333333333333333,0.08,0.26222222222222225,0.04,0.28444444444444444,2.5547826086956524,2.4555944055944052,8.815689834725516,3.0343731585567983,46
Mc,0.9387215095384126,1.5578970801214749,damage-before-nonreturn,0.3333333333333333,0.07555555555555556,0.2222222222222222,0.044444444444444446,0.3244444444444444,2.570263157894737,2.4998518518518518,7.6298200909731895,2.9362502494145786,47
Md,0.2505250029399382,0.704077570968481,nonreturn-before-damage,0.3288888888888889,0.09333333333333334,0.39555555555555555,0.04888888888888889,0.13333333333333333,2.2456923076923077,2.1179310344827584,20.058321452781804,3.9165833739862768,48
S,1.4550155332250634,2.159713275720889,no-transition,0.3288888888888889,0.08,0.12,0.03111111111111111,0.44,2.735714285714286,2.6543518518518514,4.484034532116844,2.6616755543118966,49
Ar,2.051797663226942,3.282805519184595,no-transition,0.3111111111111111,0.14666666666666667,0.0,0.0,0.5422222222222223,2.9229126213592234,2.924142857142857,2.589366686491084,2.4819215914570747,50
Au,0.920266553891646,1.5122251684298316,no-transition,0.29777777777777775,0.07555555555555556,0.27555555555555555,0.035555555555555556,0.31555555555555553,2.5784415584415585,2.4867153284671533,7.7913702245365455,2.949755257297765,51
Fr,1.0733774340174551,1.6996228965786264,no-transition,0.29777777777777775,0.09333333333333334,0.21777777777777776,0.04888888888888889,0.3422222222222222,2.645202702702703,2.5267716535433076,6.581129860896211,2.84732298488802,52
O,1.8281943454140903,3.4663242049803253,no-transition,0.29777777777777775,0.19555555555555557,0.0,0.0,0.5066666666666667,2.846396396396396,2.9659701492537316,3.1714815747404494,2.5386019198387344,53
Cl,1.8899663101570447,3.568111194856177,no-transition,0.28,0.2,0.0,0.0,0.52,2.85787037037037,2.9765079365079368,2.998447447128471,2.5218966121089523,54
C,1.469456303502642,2.1428178573061163,no-transition,0.27555555555555555,0.07555555555555556,0.1511111111111111,0.05333333333333334,0.4444444444444444,2.7365600000000003,2.646203703703704,4.422837929303075,2.656053914627225,55
Ca,0.8783017570979271,1.4563756570340711,nonreturn-before-damage,0.27111111111111114,0.07111111111111111,0.3111111111111111,0.044444444444444446,0.3022222222222222,2.573312101910828,2.476950354609929,8.177082756897391,2.981812321571205,56
Cr,0.7296667184512937,1.2806352889207169,nonreturn-before-damage,0.26666666666666666,0.08,0.3377777777777778,0.05333333333333334,0.26222222222222225,2.517650602409639,2.4021621621621625,9.785199847874308,3.1131396065660315,57
Mn,0.6346958015272409,1.1681296518750393,nonreturn-before-damage,0.2577777777777778,0.07555555555555556,0.35555555555555557,0.06222222222222222,0.24888888888888888,2.452426035502959,2.3480921052631576,11.062011189036427,3.215400436686057,58
Si,1.1323073130152603,1.746451617505021,no-transition,0.25333333333333335,0.08888888888888889,0.23555555555555555,0.06222222222222222,0.36,2.6569444444444446,2.5355645161290323,6.183484866003094,2.8130171707068565,59
N,2.0440081275108737,2.7461280628963545,no-transition,0.24444444444444444,0.07111111111111111,0.11555555555555555,0.02666666666666667,0.5422222222222223,2.9164077669902913,2.8251724137931036,2.6077259530403714,2.4837310246077338,60
P,0.9906508865816316,1.5745725943803714,no-transition,0.24,0.07555555555555556,0.3111111111111111,0.04,0.3333333333333333,2.5972000000000004,2.4942105263157894,7.199819514427878,2.90005074699722,61
Mo,0.5727969819846134,1.0861193783762313,nonreturn-before-damage,0.23555555555555555,0.06666666666666667,0.4088888888888889,0.05333333333333334,0.23555555555555555,2.4206976744186046,2.32656050955414,12.02986904703525,3.2920974248044916,62
W,0.6680711713729248,1.1943099820520402,nonreturn-before-damage,0.2222222222222222,0.07555555555555556,0.40444444444444444,0.044444444444444446,0.25333333333333335,2.4770238095238093,2.360993377483444,10.587007997267055,3.177521790583103,63
Sn,0.7383025108309158,1.2702320996850935,nonreturn-before-damage,0.21777777777777776,0.07555555555555556,0.4,0.04,0.26666666666666666,2.514242424242424,2.3955405405405408,9.679876242841328,3.104635117865088,64
Pb,0.8007343324809743,1.3290842815055826,nonreturn-before-damage,0.2,0.06222222222222222,0.4266666666666667,0.02666666666666667,0.28444444444444444,2.5401242236024846,2.4325170068027213,8.964789501372747,3.0465598454800076,65
Ra,0.9108459618428458,1.466208875884364,nonreturn-before-damage,0.19111111111111112,0.07111111111111111,0.37777777777777777,0.044444444444444446,0.31555555555555553,2.570064935064935,2.460434782608696,7.8756884983392785,2.9567849097407866,66
U,0.5324616067011027,1.0121834080669203,nonreturn-before-damage,0.18666666666666668,0.057777777777777775,0.49777777777777776,0.03111111111111111,0.22666666666666666,2.3982758620689655,2.300807453416149,12.730188597720323,3.3472313733192975,67
Ne,3.243092560416563,4.159414498192401,no-transition,0.18222222222222223,0.07555555555555556,0.0,0.0,0.7422222222222222,3.1808620689655176,3.124878048780488,0.8262903989509608,2.2926617804013345,68
V,0.728169735036288,1.2299277812363432,nonreturn-before-damage,0.16,0.07111111111111111,0.49333333333333335,0.013333333333333334,0.26222222222222225,2.5162048192771085,2.381666666666667,9.803627513807879,3.1146263805671217,69
Ce,0.2861716192641531,0.6992683925692718,nonreturn-before-damage,0.1511111111111111,0.08,0.5822222222222222,0.04,0.14666666666666667,2.269322916666667,2.119712643678161,18.797866471110073,3.818629358306231,70
F,3.327692952196485,4.500452675854631,no-transition,0.14666666666666667,0.10666666666666667,0.0,0.0,0.7466666666666667,3.22280701754386,3.196969696969697,0.7551440927478641,2.283621110151619,71
Ho,0.2470944841734052,0.6289577588124338,nonreturn-before-damage,0.14222222222222222,0.06666666666666667,0.6533333333333333,0.0044444444444444444,0.13333333333333333,2.2402051282051283,2.102222222222222,20.187117081205926,3.9266136254273767,72
Rn,1.855577325226162,2.4642355086114454,no-transition,0.1288888888888889,0.06666666666666667,0.27555555555555555,0.017777777777777778,0.5111111111111111,2.858272727272727,2.732842105263158,3.0935012708460095,2.5310889505511587,73
Nd,0.4352969939383303,0.8530154682397727,nonreturn-before-damage,0.12444444444444444,0.05333333333333334,0.6133333333333333,0.013333333333333334,0.19555555555555557,2.371988950276243,2.2280473372781064,14.696863359976408,3.500765891709553,74
Er,0.2821924110234526,0.6758027875720284,nonreturn-before-damage,0.12444444444444444,0.08444444444444445,0.6311111111111111,0.017777777777777778,0.14222222222222222,2.275077720207254,2.1000574712643685,18.931927713314067,3.8290317878322004,75
Ni,0.721627974593685,1.1813794923258405,nonreturn-before-damage,0.10222222222222223,0.06666666666666667,0.5511111111111111,0.017777777777777778,0.26222222222222225,2.509698795180723,2.3573509933774837,9.884749513214034,3.1211662972298417,76
No,0.3060303680849408,0.687707643413896,nonreturn-before-damage,0.10222222222222223,0.07555555555555556,0.6622222222222223,0.008888888888888889,0.1511111111111111,2.289214659685864,2.113275862068966,18.151640126075705,3.768517563380891,77
Pa,0.4769373116159224,0.8817719701473422,nonreturn-before-damage,0.09333333333333334,0.035555555555555556,0.64,0.013333333333333334,0.21777777777777776,2.366477272727273,2.2471428571428573,13.800504446925606,3.430982094606859,78
Rg,0.9818429992495852,1.4724250255995637,nonreturn-before-damage,0.08888888888888889,0.05333333333333334,0.49333333333333335,0.03111111111111111,0.3333333333333333,2.5895333333333332,2.471304347826087,7.2703263248264,2.9060116946127206,79
Al,1.154581642247472,1.650536643435894,nonreturn-before-damage,0.08444444444444445,0.06222222222222222,0.48,0.008888888888888889,0.36444444444444446,2.6637762237762237,2.517906976744186,6.041589358700607,2.800685489012566,80
Sr,0.8572520061665798,1.3064865712392526,nonreturn-before-damage,0.08,0.04888888888888889,0.5688888888888889,0.0044444444444444444,0.29777777777777775,2.5602531645569617,2.4219047619047616,8.380794096817953,2.998646409629088,81
Lu,0.2760831848454674,0.621549615935984,nonreturn-before-damage,0.08,0.057777777777777775,0.7111111111111111,0.008888888888888889,0.14222222222222222,2.266010362694301,2.1014999999999997,19.14086767722887,3.8452516182050265,82
Cu,0.7595064657945123,1.2054734349226228,nonreturn-before-damage,0.08,0.057777777777777775,0.5688888888888889,0.017777777777777778,0.27555555555555555,2.5203680981595094,2.3679333333333337,9.428122967694991,3.084254920099513,83
Pu,0.4395754616889822,0.833682233856594,nonreturn-before-damage,0.07555555555555556,0.04888888888888889,0.6622222222222223,0.013333333333333334,0.2,2.3639444444444444,2.2126627218934907,14.600667090569482,3.4932884280273533,84
Te,1.0020013434219743,1.4739417420227914,nonreturn-before-damage,0.07555555555555556,0.04888888888888889,0.5333333333333333,0.0044444444444444444,0.3377777777777778,2.59744966442953,2.473840579710145,7.110351463040487,2.892472825005291,85
Ti,0.6784113737352552,1.1132361414550092,nonreturn-before-damage,0.07111111111111111,0.057777777777777775,0.6,0.017777777777777778,0.25333333333333335,2.488035714285714,2.3368387096774197,10.445905516869736,3.1662340904634343,86
Fe,0.6205926393308565,1.009040232143908,nonreturn-before-damage,0.06222222222222222,0.044444444444444446,0.64,0.008888888888888889,0.24444444444444444,2.4501176470588235,2.3036875,11.272135500882058,3.2321037390619263,87
Np,0.4917388763767141,0.8793454182888583,nonreturn-before-damage,0.06222222222222222,0.03111111111111111,0.6755555555555556,0.008888888888888889,0.2222222222222222,2.3698285714285716,2.2469642857142857,13.502066641862429,3.407684043834148,88
Db,0.6001262259392203,0.9843031953736116,nonreturn-before-damage,0.057777777777777775,0.035555555555555556,0.6577777777777778,0.0044444444444444444,0.24444444444444444,2.430058823529412,2.294567901234568,11.587690428781176,3.257131637583166,89
Eu,0.3386637901145258,0.6828927395791744,nonreturn-before-damage,0.057777777777777775,0.07111111111111111,0.7155555555555555,0.0,0.15555555555555556,2.3245789473684213,2.113735632183908,17.165485070963573,3.6921341247118438,90
Tm,0.3907194064042608,0.7519994325073468,nonreturn-before-damage,0.05333333333333334,0.04888888888888889,0.7022222222222222,0.013333333333333334,0.18222222222222223,2.3396195652173915,2.169421965317919,15.76088618499826,3.583339013915745,91
Re,0.7597368234057191,1.163290730773282,nonreturn-before-damage,0.04888888888888889,0.04888888888888889,0.6266666666666667,0.0,0.27555555555555555,2.520429447852761,2.3567763157894737,9.425439912105388,3.0840373183757896,92
Ta,0.6865583710535321,1.0720796838154107,nonreturn-before-damage,0.044444444444444446,0.04888888888888889,0.6488888888888888,0.0,0.2577777777777778,2.4841916167664673,2.318717948717949,10.33664871701054,3.1574800857880017,93
Co,0.6144992710615976,0.9831917498540677,nonreturn-before-damage,0.04,0.035555555555555556,0.6711111111111111,0.008888888888888889,0.24444444444444444,2.4437647058823533,2.295308641975309,11.364741302081233,3.23945700218843,94
Pr,0.4714237178994024,0.7995518391435115,nonreturn-before-damage,0.035555555555555556,0.04,0.7155555555555555,0.0,0.2088888888888889,2.3837078651685393,2.1890532544378702,13.914275012403325,3.43985476157609,95
Bi,0.9102163755494888,1.292406657987019,nonreturn-before-damage,0.03111111111111111,0.03111111111111111,0.6222222222222222,0.0,0.31555555555555553,2.56974025974026,2.4170068027210885,7.881368732675801,2.9572581159585583,96
Gd,0.2902979114285478,0.600207240137542,nonreturn-before-damage,0.03111111111111111,0.044444444444444446,0.7777777777777778,0.0,0.14666666666666667,2.2747916666666668,2.0943956043956042,18.660506963259174,3.8079728892176417,97
La,0.5617646690358337,0.8572520061665798,nonreturn-before-damage,0.03111111111111111,0.017777777777777778,0.7155555555555555,0.0,0.23555555555555555,2.4094767441860467,2.236488095238095,12.215518365441037,3.3067423197343335,98
Y,0.5271756263636528,0.8231905381574744,nonreturn-before-damage,0.02666666666666667,0.022222222222222223,0.7155555555555555,0.008888888888888889,0.22666666666666666,2.3920689655172414,2.214497041420118,12.826526557458088,3.354792642870537,99
Yb,0.5767538451163443,0.8983711251636705,nonreturn-before-damage,0.02666666666666667,0.03111111111111111,0.7066666666666667,0.0,0.23555555555555555,2.424186046511628,2.248727272727273,11.964314737184496,3.2869208025134524,100
Xe,1.995379755294524,2.440464152271039,no-transition,0.022222222222222223,0.04,0.39555555555555555,0.0044444444444444444,0.5377777777777778,2.893365384615385,2.729578947368421,2.72525594316673,2.4952759609276494,101
Zr,0.6206604826936103,0.9292629006735575,nonreturn-before-damage,0.022222222222222223,0.02666666666666667,0.7066666666666667,0.0,0.24444444444444444,2.4502352941176473,2.2691463414634145,11.271110704168336,3.2320223368357324,102
Tc,0.6346958015272409,0.9776105373284648,nonreturn-before-damage,0.022222222222222223,0.03111111111111111,0.6933333333333334,0.0044444444444444444,0.24888888888888888,2.452426035502959,2.292901234567901,11.062011189036427,3.215400436686057,103
Po,0.9806163185436048,1.3605584674328417,nonreturn-before-damage,0.022222222222222223,0.02666666666666667,0.6133333333333333,0.0044444444444444444,0.3333333333333333,2.5882666666666667,2.444930555555556,7.280221679307038,2.906847725992887,104
Og,4.95068323614085,5.491978768637273,no-transition,0.017777777777777778,0.017777777777777778,0.03111111111111111,0.0,0.9333333333333333,3.598,3.489090909090909,0.07332981501170868,2.163289444029668,105
Sm,0.3761158764886654,0.687707643413896,nonreturn-before-damage,0.017777777777777778,0.057777777777777775,0.7466666666666667,0.008888888888888889,0.1688888888888889,2.3489304812834226,2.1216666666666666,16.135947319763304,3.612403122700072,106
Dy,0.3386637901145258,0.5888373318755177,nonreturn-before-damage,0.013333333333333334,0.035555555555555556,0.7955555555555556,0.0,0.15555555555555556,2.3245789473684213,2.090934065934066,17.165485070963573,3.6921341247118438,107
Cm,0.3326103666222197,0.5813264028332392,nonreturn-before-damage,0.013333333333333334,0.035555555555555556,0.7955555555555556,0.0,0.15555555555555556,2.3152631578947367,2.081978021978022,17.341756252835996,3.7057837070454047,108
Tb,0.3309705956375594,0.5875887457768211,nonreturn-before-damage,0.013333333333333334,0.035555555555555556,0.7955555555555556,0.0,0.15555555555555556,2.3130526315789472,2.088186813186813,17.39001121273526,3.7095204289938586,109
Ag,0.9591089700417812,1.2697599662591654,nonreturn-before-damage,0.0044444444444444444,0.022222222222222223,0.6488888888888888,0.0,0.3244444444444444,2.5867763157894736,2.4051700680272114,7.456802319675461,2.9217300795711987,110
Pm,0.4024173061157568,0.6951694648644924,nonreturn-before-damage,0.0044444444444444444,0.044444444444444446,0.7644444444444445,0.0044444444444444444,0.18222222222222223,2.354673913043478,2.131149425287356,15.470269038160968,3.5608050522265002,111
Hf,0.482319691319871,0.7025643705366755,nonreturn-before-damage,0.0,0.013333333333333334,0.7688888888888888,0.0,0.21777777777777776,2.3728409090909093,2.136878612716763,13.69081513289645,3.4224233790537686,112
Ac,0.5544927243134349,0.7876857603283991,nonreturn-before-damage,0.0,0.013333333333333334,0.7511111111111111,0.0,0.23555555555555555,2.4025000000000003,2.1871597633136095,12.340260759002987,3.316569914099756,113
He,6.321171661207159,7.090996872908425,no-transition,0.0,0.0,0.0,0.0,1.0,,,1.975012395954737e-05,2.1050712728916277,114
Pd,0.9508920642977472,1.190768980106264,nonreturn-before-damage,0.0,0.008888888888888889,0.6666666666666666,0.0,0.3244444444444444,2.5798684210526317,2.3724000000000003,7.525862026156896,2.927532204395679,115
Rf,0.4646445036530341,0.6136167140344032,nonreturn-before-damage,0.0,0.017777777777777778,0.7733333333333333,0.0,0.2,2.373876404494382,2.076988636363636,14.056149145212169,3.450910745281646,116
Sc,0.7995518391435115,1.0938158890950649,nonreturn-before-damage,0.0,0.03111111111111111,0.6844444444444444,0.0,0.28444444444444444,2.539006211180124,2.323766233766234,8.977621143102745,3.0476074632645114,117
Th,0.4283925194842697,0.5617867486249086,nonreturn-before-damage,0.0,0.008888888888888889,0.7955555555555556,0.0,0.18222222222222223,2.3613259668508286,2.0736263736263734,14.854194831303044,3.5129903817746437,118
